Problem,Contest,Index,Tags,solvedCount
Little Dima and Equation,460,B,"brute force, implementation, math, number theory",11347
Golden System,457,A,"math, meet-in-the-middle",1185
Boredom,455,A,dp,50488
Little Pony and Expected Maximum,453,A,probabilities,9460
Predict Outcome of the Game,451,C,"brute force, implementation, math",3243
Jzzhu and Chocolate,449,A,"greedy, math",3811
DZY Loves Sequences,446,A,"dp, implementation, two pointers",11920
DZY Loves Physics,444,A,"greedy, math",3219
Kolya and Tandem Repeat,443,B,"brute force, implementation, strings",3887
Borya and Hanabi,442,A,"bitmasks, brute force, implementation",2063
Valera and Tubes ,441,C,"constructive algorithms, dfs and similar, implementation",10574
Balancer,440,B,"greedy, implementation",1862
Devu and his Brother,439,D,"binary search, sortings, ternary search, two pointers",5459
Devu and Partitioning of the Array,439,C,"brute force, constructive algorithms, implementation, number theory",3738
The Child and Set,437,B,"bitmasks, greedy, implementation, sortings",8843
Feed with Candy,436,A,greedy,3315
Cardiogram,435,C,implementation,2493
k-Tree,431,C,"dp, implementation, trees",22804
Points and Segments (easy),430,A,"constructive algorithms, sortings",2164
Working out,429,B,dp,8050
Checkposts,427,C,"dfs and similar, graphs, two pointers",12010
Sereja and Swaps,425,A,"brute force, sortings",3728
Magic Formulas,424,C,math,5009
Elimination,417,A,"dp, implementation, math",2764
Booking System,416,C,"binary search, dp, greedy, implementation",7376
Mashmokh and Tokens,415,B,"binary search, greedy, implementation, math",5935
Mashmokh and Numbers,414,A,"constructive algorithms, number theory",9412
Kicker,411,C,implementation,1009
Multi-core Processor,411,B,implementation,1221
A + B Strikes Back,409,H,"*special, brute force, constructive algorithms, dsu, implementation",8171
Big Data,409,D,*special,1630
Magnum Opus,409,C,*special,1874
Mysterious Language,409,B,*special,1301
The Great Game,409,A,*special,2328
Long Path,407,B,"dp, implementation",6272
Triangle,407,A,"brute force, geometry, implementation, math",4636
Toy Sum,405,D,"greedy, implementation, math",3055
Unusual Product,405,C,"implementation, math",4507
Marathon,404,B,"implementation, math",2858
Searching for Graph,402,C,"brute force, constructive algorithms, graphs",5495
Inna and Huge Candy Matrix,400,C,"implementation, math",2840
George and Number,387,C,"greedy, implementation",2137
Bear and Prime Numbers,385,C,"binary search, brute force, data structures, dp, implementation, math, number theory",9064
Multitasking,384,B,"greedy, implementation, sortings, two pointers",3388
Milking cows,383,A,"data structures, greedy",5009
Arithmetic Progression,382,C,"implementation, sortings",7939
Sereja and Prefixes,380,A,"binary search, brute force",2604
Maze,377,A,dfs and similar,19735
Maximum Submatrix 2,375,B,"data structures, dp, implementation, sortings",4865
Divisible by Seven,375,A,"math, number theory",4477
Inna and Nine,374,B,"combinatorics, greedy",3178
Making Sequences is Fun,373,B,"binary search, implementation, math",2359
Counting Kangaroos is Fun,372,A,"binary search, greedy, sortings, two pointers",11711
Hamburgers,371,C,"binary search, brute force",21237
Valera and Elections,369,C,"dfs and similar, graphs, trees",8903
Sereja and Algorithm ,367,A,"data structures, implementation",4239
Matrix,364,A,"combinatorics, data structures, implementation",4538
Two Semiknights Meet,362,A,"greedy, math",2573
Levko and Array Recovery,360,A,"greedy, implementation",2008
Dima and Text Messages,358,B,"brute force, strings",3615
Knight Tournament,356,A,"data structures, dsu",12017
Vasya and Robot,354,A,"brute force, greedy, math",5281
Find Maximum,353,C,"implementation, math, number theory",4583
Bombs,350,C,"greedy, implementation, sortings",6299
Resort,350,B,graphs,2963
Color the Fence,349,B,"data structures, dp, greedy, implementation",12994
Mafia,348,A,"binary search, math, sortings",12046
Alice and Bob,346,A,"games, math, number theory",8243
Expecting Trouble,345,A,"*special, probabilities",460
Alternating Current,343,B,"data structures, greedy, implementation",11797
Rational Resistance,343,A,"math, number theory",8240
Xenia and Spies,342,B,"brute force, greedy, implementation",3924
Bubble Sort Graph,340,D,"binary search, data structures, dp",6719
Tourist Problem,340,C,"combinatorics, implementation, math",3995
Xenia and Bit Operations,339,D,"data structures, trees",21710
Xenia and Weights,339,C,"constructive algorithms, dfs and similar, dp, graphs, greedy, shortest paths",7955
Quiz,337,C,"binary search, greedy, math, matrices, number theory",4677
Secrets,333,A,greedy,3864
Maximum Absurdity,332,B,"data structures, dp, implementation",7602
Shave Beaver!,331,B1,implementation,696
Oh Sweet Beaverette,331,A2,"data structures, sortings",1334
Biridian Forest,329,B,"dfs and similar, shortest paths",5640
Purification,329,A,"constructive algorithms, greedy",4496
Sheldon and Ice Pieces,328,B,greedy,1172
Magic Five,327,C,"combinatorics, math",3002
Square and Rectangles,325,A,implementation,2102
Black-and-White Cube,323,A,"combinatorics, constructive algorithms",678
Ciel and Flowers,322,B,"combinatorics, math",10990
Ciel and Robot,321,A,"binary search, implementation, math",3479
Ping-Pong (Easy Version),320,B,"dfs and similar, graphs",6878
Malek Dance Club,319,A,"combinatorics, math",2711
Perfect Pair,317,A,brute force,4447
Good Substrings,316,G1,"hashing, strings",876
Summer Homework,316,E1,"brute force, data structures",1424
EKG,316,B2,"dfs and similar, dp",1535
EKG,316,B1,"brute force, dfs and similar",1339
Sereja and Contest,314,A,implementation,2025
Ivan and Powers of Two,305,C,"greedy, implementation",2352
Continued Fractions,305,B,"brute force, implementation, math",1977
Strange Addition,305,A,"brute force, constructive algorithms, implementation",4436
Rectangle Puzzle II,303,B,"implementation, math",1305
Coach,300,B,"brute force, dfs and similar, graphs",5826
Fish Weight,297,B,"constructive algorithms, greedy",3381
Parity Game,297,A,constructive algorithms,3524
Greg and Graph,295,B,"dp, graphs, shortest paths",11780
Shaass and Bookshelf,294,B,"dp, greedy",4188
Weird Game,293,A,"games, greedy",2677
Parallel Programming,291,D,"*special, greedy",1443
Network Mask,291,C,"*special, bitmasks, brute force, implementation",1639
WTF?,290,C,"*special, graph matchings, implementation, trees",1458
QR code,290,B,"*special, implementation",2314
Polo the Penguin and XOR operation,288,C,"implementation, math",2173
Polo the Penguin and Houses ,288,B,combinatorics,2760
Pipeline,287,B,"binary search, math",8063
Cow Program,283,B,"dfs and similar, dp, graphs",3539
Cows and Sequence,283,A,"constructive algorithms, data structures, implementation",6328
XOR and OR,282,C,"constructive algorithms, implementation, math",8773
Painting Eggs,282,B,"greedy, math",12098
Nearest Fraction,281,B,"brute force, implementation, two pointers",2884
Ladder,279,C,"dp, implementation, two pointers",7802
New Problem,278,B,"brute force, strings",3355
Little Girl and Maximum XOR,276,D,"bitmasks, dp, greedy, implementation, math",12122
Little Girl and Maximum Sum,276,C,"data structures, greedy, implementation, sortings",21807
Convex Shape,275,B,"constructive algorithms, implementation",2728
k-Multiple Free Set,274,A,"binary search, greedy, sortings",9600
Dima and Two Sequences,272,D,"combinatorics, math, sortings",2530
Dima and Staircase,272,C,"data structures, implementation",6542
Secret,271,C,"constructive algorithms, implementation",2853
Greenhouse Effect,269,B,dp,5903
Magical Boxes,269,A,"greedy, math",3402
Beautiful Sets of Points,268,C,"constructive algorithms, implementation",12928
Good Sequences,264,B,"dp, number theory",9170
Balls and Boxes,260,C,"constructive algorithms, greedy, implementation",2873
Ancient Prophesy,260,B,"brute force, implementation, strings",3648
Almost Arithmetical Progression,255,C,"brute force, dp",4496
Jury Size,254,B,"brute force, implementation",2093
Text Editor,253,C,"data structures, dfs and similar, graphs, greedy, shortest paths",2418
Movie Critics,250,C,greedy,1819
Restoring IPv6,250,B,"implementation, strings",1893
Colorful Graph,246,D,"brute force, dfs and similar, graphs",8912
Beauty Pageant,246,C,"brute force, constructive algorithms, greedy",2539
Restoring Table,245,D,"constructive algorithms, greedy",2143
Game with Coins,245,C,greedy,1492
Undoubtedly Lucky Numbers,244,B,"bitmasks, brute force, dfs and similar",4123
The Brand New Function,243,A,bitmasks,3656
Easy Tape Programming,239,B,"brute force, implementation",1324
Primes on Interval,237,C,"binary search, number theory, two pointers",5359
Young Table,237,B,"implementation, sortings",2148
LCM Challenge,235,A,number theory,15785
Practice,234,G,"constructive algorithms, divide and conquer, implementation",1420
Champions' League,234,E,implementation,958
Cinema,234,D,implementation,1491
Cycles,232,A,"binary search, constructive algorithms, graphs, greedy",2351
Magic Box,231,D,"brute force, geometry",3958
To Add or Not to Add,231,C,"binary search, sortings, two pointers",7958
"Magic, Wizardry and Wonders",231,B,"constructive algorithms, greedy",3476
Planets,229,B,"binary search, data structures, graphs, shortest paths",4230
Shifts,229,A,"brute force, two pointers",3353
Barcode,225,C,"dp, matrices",8387
Well-known Numbers,225,B,"binary search, greedy, number theory",3027
Array,224,B,"bitmasks, implementation, two pointers",6927
Bracket Sequence,223,A,"data structures, expression parsing, implementation",2430
Choosing Capital for Treeland,219,D,"dfs and similar, dp, graphs, trees",7936
Color Stripe,219,C,"brute force, dp, greedy",6340
Spider's Web,216,D,"binary search, sortings, two pointers",1283
Forming Teams,216,B,"dfs and similar, implementation",5743
Hometask,214,B,"brute force, constructive algorithms, greedy, math",4746
Game,213,A,"dfs and similar, greedy",1655
IT Restaurants,212,E,"dfs and similar, dp, trees",1572
Multicolored Marbles,209,A,"dp, math",2122
The Beaver's Problem - 3,207,D7,,78
The Beaver's Problem - 3,207,D5,,119
Military Trainings,207,B3,,150
Military Trainings,207,B1,,236
Beaver's Calculator 1.0,207,A1,greedy,248
Little Elephant and Cards,204,B,"binary search, data structures",4785
Little Elephant and Interval,204,A,"binary search, combinatorics, dp",5339
Hit Ball,203,D,"geometry, implementation, math",1378
Brand New Easy Problem,202,B,brute force,788
Clear Symmetry,201,A,"constructive algorithms, dp, math",2890
About Bacteria,198,A,"implementation, math",3041
Plate Game,197,A,"constructive algorithms, games, math",5823
Cutting Figure,193,A,"constructive algorithms, graphs, trees",3607
Demonstration,191,B,greedy,977
Dynasty Puzzles,191,A,dp,3608
STL,190,C,dfs and similar,2603
Array Sorting,188,G,"*special, implementation",191
Permutations,187,A,greedy,2644
Zoo,183,B,"brute force, geometry",644
Headquarters,183,A,"constructive algorithms, math",502
Magic Squares,178,D1,,591
Smart Beaver and Resolving Collisions,178,C1,,441
Greedy Merchants,178,B2,,613
Greedy Merchants,178,B1,,677
Space Voyage,177,E1,binary search,553
Encrypting Messages,177,D2,data structures,1633
Party,177,C2,"brute force, dfs and similar, dsu, graphs",2323
Party,177,C1,"dfs and similar, dsu, graphs",2325
Word Cut,176,B,dp,1600
Geometry Horse,175,C,"greedy, implementation, sortings, two pointers",1228
Calendar Reform,172,D,"*special, number theory",1352
Bus,172,C,"*special, implementation, sortings",1111
A polyline,171,H,"*special, implementation",246
Mysterious numbers - 2,171,G,*special,794
ucyhf,171,F,"*special, brute force, implementation, number theory",1141
Wizards and Minimal Spell,168,B,"implementation, strings",1174
Wizards and Trolleybuses,167,A,"implementation, math",1972
Tetrahedron,166,E,"dp, math, matrices",18689
Median,166,C,"greedy, math, sortings",5977
Another Problem on Strings,165,C,"binary search, brute force, dp, math, strings, two pointers",11389
Burning Midnight Oil,165,B,"binary search, implementation",15050
"Variable, or There and Back Again",164,A,"dfs and similar, graphs",940
Substring and Subsequence,163,A,dp,2528
Discounts,161,B,"constructive algorithms, greedy, sortings",1892
Find Pair,160,C,"implementation, math, sortings",3300
Zebra Tower,159,E,"*special, data structures, greedy, sortings",970
Palindrome pairs,159,D,"*special, brute force, dp, strings",4153
Suspects,156,B,"constructive algorithms, data structures, implementation",2128
Message,156,A,brute force,2946
Colliders,154,B,"math, number theory",3948
Hometask,154,A,greedy,3878
A + B,153,A,*special,632
Quantity of Strings,150,B,"combinatorics, dfs and similar, graphs, math",3762
Division into Teams,149,C,"greedy, math, sortings",5153
Martian Clock,149,B,implementation,2168
Terse princess,148,C,"constructive algorithms, greedy",2978
Escape,148,B,"implementation, math",5082
Anagram Search,144,C,"implementation, strings",3803
Help Farmer,142,A,"brute force, math",2507
New Year Table,140,A,"geometry, math",3993
Wallpaper,139,B,"implementation, math",1233
Literature Lesson,138,A,implementation,2272
History,137,C,sortings,6881
Rectangle and Square,135,B,"brute force, geometry, math",2235
Yet Another Task with Queens,131,E,sortings,1763
Subway,131,D,"dfs and similar, graphs",4327
Balanced brackets,130,H,*special,458
CAPS LOCK ON,130,G,*special,261
Prime factorization,130,F,*special,263
Tribonacci numbers,130,E,*special,274
Exponentiation,130,D,*special,368
Decimal sum,130,C,*special,470
Statues,128,A,dfs and similar,3038
Password,126,B,"binary search, dp, hashing, string suffix structures, strings",16369
Hobbits' Party,125,C,"constructive algorithms, greedy",851
Lucky Transformation,121,B,strings,2464
Caesar's Legions,118,D,dp,15744
Lawnmower,115,B,"greedy, sortings",2361
PFAST Inc.,114,B,"bitmasks, brute force, graphs",3297
Grammar Lessons,113,A,"implementation, strings",2163
Basketball Team,107,B,"combinatorics, dp, math, probabilities",3131
Treasure Island,106,D,"brute force, implementation",1253
Buns,106,C,dp,5403
Transmigration,105,A,implementation,1743
Cthulhu,103,B,"dfs and similar, dsu, graphs",8113
Buses,101,B,"binary search, data structures, dp",2333
Rotation,100,I,"*special, geometry, math",324
Lamps in a Line,100,E,"*special, math",253
World of Mouth,100,D,"*special, strings",281
Friendly Numbers,100,B,"*special, implementation",504
Help Victoria the Wise,98,A,"brute force, implementation",1141
Hockey,95,A,"implementation, strings",1588
Frames,93,A,implementation,1866
Queue,91,B,"binary search, data structures",6071
Newspaper Headline,91,A,"greedy, strings",3333
Keyboard,88,B,implementation,4092
Trains,87,A,"implementation, math",4980
Reflection,86,A,math,1260
Biathlon,84,C,"binary search, implementation",1541
Sets,82,B,"constructive algorithms, hashing, implementation",1904
Average Score,81,C,"greedy, math, sortings",1589
Sequence Formatting,81,B,"implementation, strings",1838
Points,76,E,"implementation, math",1589
Plus and xor,76,D,"dp, greedy, math",1871
Modified GCD,75,C,"binary search, number theory",11132
Facetook Priority Wall,75,B,"expression parsing, implementation, strings",3063
Train,74,B,"dp, games, greedy",1446
The Elder Trolls IV: Oblivon,73,A,"greedy, math",1244
Goofy Numbers,72,I,"*special, implementation",437
Reverse It!,72,H,"*special, implementation",248
Round Table Knights,71,C,"dp, math, number theory",5984
Text Messaging,70,B,"expression parsing, greedy, strings",1636
Energy exchange,68,B,binary search,3676
Petya and His Friends,66,D,"constructive algorithms, math, number theory",2879
Harry Potter and the History of Magic,65,B,"brute force, greedy, implementation",1277
Table,64,C,"*special, greedy, implementation, math",317
Expression,64,B,"*special, expression parsing",924
Bulls and Cows,63,C,"brute force, implementation",1563
Title,59,C,expression parsing,1910
Martian Architecture,57,B,implementation,941
Corporation Mail,56,C,"data structures, expression parsing, implementation",1089
Smallest number,55,B,brute force,2404
Physical Education,53,D,sortings,1622
Blog Photo,53,B,"binary search, implementation",1306
Right Triangles,52,B,combinatorics,1844
bHTML Tables Analisys,51,B,expression parsing,816
Choosing Symbol Pairs,50,B,strings,5316
Disposition,49,C,"constructive algorithms, math",1552
Sum,49,B,math,2232
Permutations,48,D,greedy,2293
Hamsters and Tigers,46,C,two pointers,2116
Phone Number,44,H,dp,1546
Cola,44,B,implementation,1806
Game of chess unfinished,42,B,implementation,889
Repaintings,40,B,math,1048
Spelling Check,39,J,"hashing, implementation, strings",2612
Fractal,36,B,implementation,1345
Animals,35,D,"dp, greedy",2950
Fire Again,35,C,"brute force, dfs and similar, shortest paths",5769
Warehouse,35,B,implementation,964
Road Map,34,D,"dfs and similar, graphs",4578
Constellation,32,D,implementation,1187
Flea,32,C,math,1959
Schedule,31,C,implementation,1645
Sysadmin Bob,31,B,"greedy, implementation, strings",3913
Codeforces World Finals,30,B,implementation,1083
Mail Stamps,29,C,"data structures, dfs and similar, graphs, implementation",4282
Traffic Lights,29,B,implementation,2701
pSort,28,B,"dfs and similar, dsu, graphs",4101
Bender Problem,28,A,implementation,727
F1 Champions,24,B,implementation,1608
Party,23,B,"constructive algorithms, graphs, math",2997
System Administrator,22,C,graphs,2768
Bargaining Table,22,B,"brute force, dp",3864
BerOS file system,20,A,implementation,5515
Platforms,18,B,"brute force, math",1980
Triangle,18,A,"brute force, geometry",5411
Hierarchy,17,B,"dfs and similar, dsu, greedy, shortest paths",4142
Four Segments,14,C,"brute force, constructive algorithms, geometry, implementation, math",2897
Jumping Jack,11,B,math,3956
Cinema Cashier,10,B,"dp, implementation",1622
Memory Manager,7,B,implementation,2224
Mysterious Present,4,D,"dp, sortings",9113
Winner,2,A,"hashing, implementation",22670
Spreadsheet,1,B,"implementation, math",20414
1861_,,C,"bitmasks, combinatorics, divide and conquer, dp, math",5287
