Problem,Contest,Index,Tags,solvedCount
Two Rooted Trees,403,E,"data structures, implementation, trees",191
Trees in a Row,402,B,"brute force, implementation",3608
Team,401,C,"constructive algorithms, greedy, implementation",18220
Sereja and Contests,401,B,"greedy, implementation, math",4320
Vanya and Cards,401,A,"implementation, math",15451
Inna and Huge Candy Matrix,400,C,"implementation, math",2839
Inna and New Matrix of Candies,400,B,"brute force, implementation, schedules",6953
Inna and Choose Options,400,A,implementation,6333
Pages,399,A,implementation,4053
Cards,398,A,"constructive algorithms, implementation",905
On Corruption and Numbers,397,B,"constructive algorithms, implementation, math",728
On Segment's Own Points,397,A,implementation,2549
Physical Education and Buns,394,D,"brute force, implementation, math",259
Counting Sticks,394,A,"brute force, implementation",2626
Genetic Engineering,391,A,"implementation, two pointers",1683
"Inna, Dima and Song",390,B,implementation,1160
Inna and Alarm Clock,390,A,implementation,3405
Fox and Cross,389,B,"greedy, implementation",6671
Fox and Minimal path,388,B,"bitmasks, constructive algorithms, graphs, implementation, math",2367
George and Number,387,C,"greedy, implementation",2137
George and Sleep,387,A,implementation,8910
Game with Points,386,D,"dp, graphs, implementation, shortest paths",389
"Fly, freebies, fly!",386,B,"binary search, brute force, implementation",2013
Second-Price Auction,386,A,implementation,5569
Bear and Prime Numbers,385,C,"binary search, brute force, data structures, dp, implementation, math, number theory",9059
Bear and Strings,385,B,"brute force, greedy, implementation, math, strings",9184
Bear and Raspberry,385,A,"brute force, greedy, implementation",15635
Multitasking,384,B,"greedy, implementation, sortings, two pointers",3386
Coder,384,A,implementation,15115
Volcanoes,383,B,"binary search, implementation, sortings, two pointers",632
Ksenia and Pawns,382,D,"dfs and similar, graphs, implementation, trees",625
Arithmetic Progression,382,C,"implementation, sortings",7938
Ksenia and Pan Scales,382,A,"greedy, implementation",11198
Sereja and Stairs,381,B,"greedy, implementation, sortings",6427
Sereja and Dima,381,A,"greedy, implementation, two pointers",53327
Sereja and Tree,380,B,"graphs, implementation",517
New Year Present,379,B,"constructive algorithms, implementation",6656
New Year Candles,379,A,implementation,41764
Semifinals,378,B,"implementation, sortings",4949
I.O.U.,376,B,implementation,5863
Lever,376,A,"implementation, math",8744
Red and Black Tree,375,E,"dp, implementation, math",364
Maximum Submatrix 2,375,B,"data structures, dp, implementation, sortings",4865
Inna and Babies,374,E,"binary search, data structures, dsu, geometry, implementation",171
Inna and Dima,374,C,"dfs and similar, dp, graphs, implementation",2578
Inna and Pink Pony,374,A,"greedy, implementation",2807
Making Sequences is Fun,373,B,"binary search, implementation, math",2359
Collecting Beats is Fun,373,A,implementation,9898
Vessels,371,D,"data structures, dsu, implementation, trees",4956
K-Periodic Array,371,A,"greedy, implementation, math",5724
Broken Monitor,370,D,"brute force, constructive algorithms, greedy, implementation",596
Berland Bingo,370,B,implementation,2420
Valera and Contest,369,B,"constructive algorithms, implementation, math",6123
Valera and Plates,369,A,"greedy, implementation",10086
Sereja and Coat Rack,368,A,implementation,7111
Sereja and Algorithm ,367,A,"data structures, implementation",4239
Dima and Magic Guitar,366,E,"brute force, implementation, math",718
Dima and To-do List,366,B,"brute force, implementation",6597
Dima and Guards,366,A,implementation,4416
The Fibonacci Segment,365,B,implementation,13614
Good Number,365,A,implementation,16215
Matrix,364,A,"combinatorics, data structures, implementation",4538
Two Circles,363,E,"brute force, data structures, implementation",182
Fixing Typos,363,C,"greedy, implementation",12623
Soroban,363,A,implementation,9882
Insertion Sort,362,C,"data structures, dp, implementation, math",1556
Petya and Staircases,362,B,"implementation, sortings",13134
Levko and Table,361,A,"constructive algorithms, implementation",15482
Levko and Array Recovery,360,A,"greedy, implementation",2008
Table,359,A,"constructive algorithms, greedy, implementation",8149
Dima and Kicks,358,E,"brute force, dsu, graphs, implementation",371
Dima and Containers,358,C,"constructive algorithms, greedy, implementation",1856
Dima and Continuous Line,358,A,"brute force, implementation",7440
Flag Day,357,B,"constructive algorithms, implementation",7809
Group of Students,357,A,"brute force, greedy, implementation",6494
Xenia and String Problem,356,E,"dp, hashing, implementation, string suffix structures, strings",373
Compartments,356,C,"combinatorics, constructive algorithms, greedy, implementation",1207
Xenia and Hamming,356,B,"implementation, math",1857
Vasya and Public Transport,355,B,"greedy, implementation",4328
Vasya and Digital Root,355,A,"constructive algorithms, implementation",8984
Find Maximum,353,C,"implementation, math, number theory",4581
Two Heaps,353,B,"combinatorics, constructive algorithms, greedy, implementation, math, sortings",2150
Domino,353,A,"implementation, math",16683
Jeff and Periods,352,B,"implementation, sortings",15034
Jeff and Digits,352,A,"brute force, implementation, math",23017
Jeff and Rounding,351,A,"dp, greedy, implementation, math",2652
Bombs,350,C,"greedy, implementation, sortings",6297
TL,350,A,"brute force, greedy, implementation",15002
Color the Fence,349,B,"data structures, dp, greedy, implementation",12994
Cinema Line,349,A,"greedy, implementation",26931
Fixed Points,347,B,"brute force, implementation, math",8907
Difference Row,347,A,"constructive algorithms, implementation, sortings",8426
Magnets,344,A,implementation,101162
Alternating Current,343,B,"data structures, greedy, implementation",11792
Xenia and Spies,342,B,"brute force, greedy, implementation",3924
Xenia and Divisors,342,A,"greedy, implementation",11604
Tourist Problem,340,C,"combinatorics, implementation, math",3995
Xenia and Ringroad,339,B,implementation,61604
Helpful Maths,339,A,"greedy, implementation, sortings, strings",178687
Vasily the Bear and Painting Square,336,E,"bitmasks, combinatorics, dp, implementation",103
Vasily the Bear and Sequence,336,C,"brute force, greedy, implementation, number theory",2343
Vasily the Bear and Triangle,336,A,"implementation, math",9565
Candy Bags,334,A,implementation,17372
Characteristics of Rectangles,333,D,"binary search, bitmasks, brute force, implementation, sortings",1790
Binary Key,332,E,"dp, greedy, implementation",285
Maximum Absurdity,332,B,"data structures, dp, implementation",7601
Down the Hatch!,332,A,implementation,3489
Deja Vu,331,E1,"constructive algorithms, graphs, implementation",132
Escaping on Beaveractor,331,D3,"data structures, implementation, trees",158
Escaping on Beaveractor,331,D1,"dfs and similar, implementation",182
Shave Beaver!,331,B1,implementation,696
Oh Sweet Beaverette,331,A1,"brute force, implementation",1284
Cakeminator,330,A,"brute force, implementation",25733
IQ Test,328,A,implementation,1810
Flipping Game,327,A,"brute force, dp, implementation",37477
Square and Rectangles,325,A,implementation,2102
Ciel and Robot,321,A,"binary search, implementation, math",3478
Psychos in a Line,319,B,"data structures, implementation",3869
Strings of Power,318,B,"implementation, strings, two pointers",7131
Ants,317,B,"brute force, implementation",1516
Suns and Rays,316,F3,"constructive algorithms, dfs and similar, implementation",158
Suns and Rays,316,F1,"dfs and similar, implementation",159
Sereja and Array,315,B,implementation,6627
Sereja and Contest,314,A,implementation,2025
Ilya and Matrix,313,C,"constructive algorithms, greedy, implementation, sortings",5397
Ilya and Queries,313,B,"dp, implementation",38029
Ilya and Bank Account,313,A,"implementation, number theory",49571
Whose sentence is it?,312,A,"implementation, strings",4728
The Closest Pair,311,A,"constructive algorithms, implementation",3933
Candies,306,A,implementation,5796
Ivan and Powers of Two,305,C,"greedy, implementation",2352
Continued Fractions,305,B,"brute force, implementation, math",1977
Strange Addition,305,A,"brute force, constructive algorithms, implementation",4435
Calendar,304,B,"brute force, implementation",2858
Rectangle Puzzle II,303,B,"implementation, math",1305
Lucky Permutation Triple,303,A,"constructive algorithms, implementation, math",7409
Eugeny and Play List,302,B,"binary search, implementation, two pointers",7409
Eugeny and Array,302,A,implementation,8474
Array,300,A,"brute force, constructive algorithms, implementation",20146
Ksusha the Squirrel,299,B,"brute force, implementation",4690
Sail,298,B,"brute force, greedy, implementation",12775
Snow Footprints,298,A,"greedy, implementation",9995
Greg and Array,295,A,"data structures, implementation",14721
Shaass and Painter Robot,294,D,"brute force, implementation, number theory",284
Shaass and Oskols,294,A,"implementation, math",20812
Network Topology,292,B,"graphs, implementation",6904
SMSC,292,A,implementation,2583
Network Mask,291,C,"*special, bitmasks, brute force, implementation",1639
Command Line Arguments,291,B,"*special, implementation, strings",2965
Spyke Talks,291,A,"*special, implementation, sortings",5839
Orange,290,D,"*special, implementation",1735
WTF?,290,C,"*special, graph matchings, implementation, trees",1458
QR code,290,B,"*special, implementation",2314
Mysterious strings,290,A,"*special, implementation",2845
Polo the Penguin and Matrix,289,B,"brute force, dp, implementation, sortings, ternary search",16075
Polo the Penguin and Segments ,289,A,"brute force, implementation",8228
Polo the Penguin and Lucky Numbers,288,E,"dp, implementation, math",246
Polo the Penguin and XOR operation,288,C,"implementation, math",2173
IQ Test,287,A,"brute force, implementation",17295
Main Sequence,286,C,"greedy, implementation",1267
Shifting,286,B,implementation,1079
Permutation Sum,285,D,"bitmasks, combinatorics, dp, implementation, meet-in-the-middle",1476
Building Permutation,285,C,"greedy, implementation, sortings",20993
Find Marble,285,B,implementation,14308
Slightly Decreasing Permutations,285,A,"greedy, implementation",12335
Cows and Poker Game,284,B,"brute force, implementation",6502
Cows and Primitive Roots,284,A,"implementation, math, number theory",6162
Cows and Sequence,283,A,"constructive algorithms, data structures, implementation",6328
XOR and OR,282,C,"constructive algorithms, implementation, math",8771
Bit++,282,A,implementation,207021
Nearest Fraction,281,B,"brute force, implementation, two pointers",2883
Word Capitalization,281,A,"implementation, strings",176506
Sequence Transformation,280,E,"brute force, data structures, dp, implementation, math",175
k-Maximum Subsequence Sum,280,D,"data structures, flows, graphs, implementation",1026
Game on Tree,280,C,"implementation, math, probabilities, trees",3159
Maximum Xor Secondary,280,B,"data structures, implementation, two pointers",4210
Ladder,279,C,"dp, implementation, two pointers",7799
Books,279,B,"binary search, brute force, implementation, two pointers",42283
Point on Spiral,279,A,"brute force, geometry, implementation",5350
Circle Line,278,A,implementation,10323
Game,277,C,"games, implementation",440
Little Girl and Maximum XOR,276,D,"bitmasks, dp, greedy, implementation, math",12115
Little Girl and Maximum Sum,276,C,"data structures, greedy, implementation, sortings",21796
Lunch Rush,276,A,implementation,25286
Convex Shape,275,B,"constructive algorithms, implementation",2727
Lights Out,275,A,implementation,25965
Mirror Room,274,E,"data structures, implementation",271
Dima and Staircase,272,C,"data structures, implementation",6540
Dima and Sequence,272,B,"implementation, math",3810
Dima and Friends,272,A,"implementation, math",21478
Secret,271,C,"constructive algorithms, implementation",2853
Multithreading,270,B,"data structures, greedy, implementation",4017
Fancy Fence,270,A,"geometry, implementation, math",40875
Beautiful Sets of Points,268,C,"constructive algorithms, implementation",12926
Buttons,268,B,"implementation, math",28949
Queue at the School,266,B,"constructive algorithms, graph matchings, implementation, shortest paths",116096
Stones on the Table,266,A,implementation,161020
Roadside Trees (Simplified Edition),265,B,"greedy, implementation",16114
Colorful Stones (Simplified Edition),265,A,implementation,31604
Escape from Stones,264,A,"constructive algorithms, data structures, implementation, two pointers",10351
Circle of Numbers,263,C,"brute force, dfs and similar, implementation",1033
Squares,263,B,"greedy, implementation, sortings",8464
Beautiful Matrix,263,A,implementation,202036
Roma and Lucky Numbers,262,A,implementation,17668
Balls and Boxes,260,C,"constructive algorithms, greedy, implementation",2872
Ancient Prophesy,260,B,"brute force, implementation, strings",3646
Adding Digits,260,A,"implementation, math",13372
Little Elephant and Magic Square,259,B,"brute force, implementation",13347
Greedy Elevator,257,E,"data structures, implementation",260
Playing Cubes,257,B,"games, greedy, implementation",6602
Sockets,257,A,"greedy, implementation, sortings",6225
Furlo and Rublo and Game,255,E,"games, implementation, math",805
Mr. Bender and Square,255,D,"binary search, implementation, math",1871
Code Parsing,255,B,implementation,4747
Greg's Workout,255,A,implementation,26082
Dormitory,254,E,"dp, implementation",457
Rats,254,D,"brute force, dfs and similar, graphs, implementation, shortest paths",458
Jury Size,254,B,"brute force, implementation",2093
Printer,253,E,"binary search, data structures, implementation, sortings",491
Little Xor,252,A,"brute force, implementation",4916
Tree and Table,251,E,"dfs and similar, dp, implementation, trees",159
Playing with Permutations,251,B,"implementation, math",1223
Restoring IPv6,250,B,"implementation, strings",1892
Sweets for Everyone!,248,D,"binary search, greedy, implementation",459
Cupboards,248,A,implementation,20000
Log Stream Analysis,245,F,"binary search, brute force, implementation, strings",834
Mishap in Club,245,E,"greedy, implementation",3156
Internet Address,245,B,"implementation, strings",4973
System Administrator,245,A,implementation,7529
Dividing Orange,244,A,implementation,7535
Colorado Potato Beetle,243,C,"dfs and similar, implementation",512
Big Segment,242,B,"implementation, sortings",14482
Heads or Tails,242,A,"brute force, implementation",6096
Race,241,F,"brute force, implementation",254
Mirror Box,241,C,"geometry, implementation",500
Easy Tape Programming,239,B,"brute force, implementation",1323
Two Bags of Potatoes,239,A,"greedy, implementation, math",17161
Tape Programming,238,D,"data structures, implementation",234
Young Table,237,B,"implementation, sortings",2148
Free Cash,237,A,implementation,24229
Easy Number Challenge,236,B,"implementation, number theory",12563
Boy or Girl,236,A,"brute force, implementation, strings",172639
Number Challenge,235,E,"combinatorics, dp, implementation, math, number theory",692
Practice,234,G,"constructive algorithms, divide and conquer, implementation",1420
Champions' League,234,E,implementation,958
Cinema,234,D,implementation,1491
Weather,234,C,"dp, implementation",5170
Lefthanders and Righthanders ,234,A,implementation,4314
Perfect Permutation,233,A,"implementation, math",36994
T-primes,230,B,"binary search, implementation, math, number theory",63603
Two Tables,228,B,"brute force, implementation",3381
Is your horseshoe on the other hoof?,228,A,implementation,91512
Effective Approach,227,B,implementation,24368
Anniversary,226,C,"data structures, implementation, math, matrices, number theory",781
Snake,225,D,"bitmasks, dfs and similar, graphs, implementation",884
Array,224,B,"bitmasks, implementation, two pointers",6922
Bracket Sequence,223,A,"data structures, expression parsing, implementation",2429
Reducing Fractions,222,C,"implementation, math, number theory, sortings",2006
Cosmic Tables,222,B,"data structures, implementation",5790
Shooshuns and Sequence ,222,A,"brute force, implementation",9870
Little Elephant and Numbers,221,B,implementation,4409
Little Elephant and Function,221,A,"implementation, math",13918
Little Elephant and Problem,220,A,"implementation, sortings",11473
Special Offer! Super Price 999 Bourles!,219,B,implementation,5552
k-String,219,A,"implementation, strings",23751
Airport,218,B,implementation,14853
Mountain Scenery,218,A,"brute force, constructive algorithms, implementation",8401
Forming Teams,216,B,"dfs and similar, implementation",5737
Tiling with Hexagons,216,A,"implementation, math",4792
Crosses,215,C,"brute force, implementation",469
Bicycle Chain,215,A,"brute force, implementation",13118
Polycarpus is Looking for Good Substrings,212,B,"bitmasks, hashing, implementation",312
"Prizes, Prizes, more Prizes",208,D,implementation,7379
Little Elephant and Rozdil,205,A,"brute force, implementation",20139
Little Elephant and Strings,204,E,"data structures, implementation, string suffix structures, two pointers",1007
Hit Ball,203,D,"geometry, implementation, math",1378
Game on Paper,203,B,"brute force, implementation",2498
Two Problems,203,A,"brute force, implementation",4037
LLPS,202,A,"binary search, bitmasks, brute force, greedy, implementation, strings",14981
Tractor College,200,E,"implementation, math, number theory, ternary search",322
Programming Language,200,D,"binary search, brute force, expression parsing, implementation",851
Football Championship,200,C,"brute force, implementation",979
Drinks,200,B,"implementation, math",96691
Hexadecimal's theorem,199,A,"brute force, constructive algorithms, implementation, number theory",23037
About Bacteria,198,A,"implementation, math",3041
Try and Catch,195,C,"expression parsing, implementation",1072
After Training,195,B,"data structures, implementation, math",4965
Exams,194,A,"implementation, math",8828
Walking in the Rain,192,B,"brute force, implementation",5976
Funky Numbers,192,A,"binary search, brute force, implementation",9697
Stack,188,H,"*special, expression parsing, implementation",236
Array Sorting,188,G,"*special, implementation",191
Binary Notation,188,F,"*special, implementation",275
HQ9+,188,E,"*special, implementation",413
Asterisks,188,D,"*special, implementation",618
LCM,188,C,"*special, implementation, math",421
A + Reverse B,188,B,"*special, implementation",605
Comparing Strings,186,A,"implementation, strings",15428
Common Divisors,182,D,"brute force, hashing, implementation, math, strings",7520
Vasya's Calendar,182,B,implementation,6579
Battlefield,182,A,"geometry, graphs, implementation, shortest paths",266
Series of Crimes,181,A,"brute force, geometry, implementation",6229
Mathematical Analysis Rocks!,180,F,"constructive algorithms, implementation, math",2275
Defragmentation,180,A,implementation,512
Good Matrix Elements,177,A2,implementation,6575
Good Matrix Elements,177,A1,implementation,7387
Gnomes of Might and Magic,175,F,"data structures, graphs, implementation, shortest paths",59
Geometry Horse,175,C,"greedy, implementation, sortings, two pointers",1228
Plane of Tanks: Pro,175,B,implementation,1325
Robot Bicorn Attack,175,A,"brute force, implementation",2302
File List,174,B,"dp, greedy, implementation",2105
Deputies,173,D,"constructive algorithms, graphs, greedy, implementation",239
Rock-Paper-Scissors,173,A,"implementation, math",2149
Bus,172,C,"*special, implementation, sortings",1110
Pseudorandom Sequence Period,172,B,"*special, implementation, number theory",2600
Phone Code,172,A,"*special, brute force, implementation",5578
A polyline,171,H,"*special, implementation",246
ucyhf,171,F,"*special, brute force, implementation, number theory",1141
A Piece of Cake,171,C,"*special, implementation",965
Wizards and Minimal Spell,168,B,"implementation, strings",1174
Wizards and Demonstration,168,A,"implementation, math",9939
Wizards and Trolleybuses,167,A,"implementation, math",1971
Rank List,166,A,"binary search, implementation, sortings",15212
Burning Midnight Oil,165,B,"binary search, implementation",15042
Supercentral Point,165,A,implementation,20985
Pentagonal numbers,162,A,"*special, implementation",768
Find Pair,160,C,"implementation, math, sortings",3299
Friends or Not,159,A,"*special, greedy, implementation",2411
Cd and pwd commands,158,C,"*special, data structures, implementation",8023
Taxi,158,B,"*special, greedy, implementation",76780
Next Round,158,A,"*special, implementation",210897
Suspects,156,B,"constructive algorithms, data structures, implementation",2128
Steps,152,B,"binary search, implementation",6068
Marks,152,A,implementation,15122
Phone Numbers,151,B,"implementation, strings",6059
Soft Drinking,151,A,"implementation, math",57533
Martian Clock,149,B,implementation,2168
Business trip,149,A,"greedy, implementation, sortings",34715
Escape,148,B,"implementation, math",5079
Insomnia cure,148,A,"constructive algorithms, implementation, math",79443
Punctuation,147,A,"implementation, strings",3389
Lucky Mask,146,B,"brute force, implementation",4061
Lucky Ticket,146,A,implementation,13213
Lucky Pair,145,D,"combinatorics, data structures, implementation",228
Lucky Conversion,145,A,"greedy, implementation",6796
Anagram Search,144,C,"implementation, strings",3803
Meeting,144,B,implementation,4844
Arrival of the General,144,A,implementation,81215
Help Kingdom of Far Far Away 2,143,B,"implementation, strings",4818
Help General,142,B,"constructive algorithms, greedy, implementation",2088
Amusing Joke,141,A,"implementation, sortings, strings",71136
New Year Cards,140,B,"brute force, greedy, implementation",1451
Wallpaper,139,B,"implementation, math",1233
Petr and Book,139,A,implementation,25394
Literature Lesson,138,A,implementation,2272
Last Chance,137,E,"data structures, implementation, strings",1136
Postcards and photos,137,A,implementation,6680
Ternary Logic,136,B,"implementation, math",4499
Presents,136,A,implementation,99738
Cycle,135,D,"brute force, dfs and similar, implementation",288
Replacement,135,A,"greedy, implementation, sortings",7225
Average Numbers,134,A,"brute force, implementation",3464
Unary,133,B,implementation,8407
HQ9+,133,A,implementation,92321
Piet,132,B,implementation,463
Turing Tape,132,A,implementation,2685
Opposites Attract,131,B,"implementation, math",6597
cAPS lOCK,131,A,"implementation, strings",75152
Gnikool Ssalg,130,B,"*special, implementation, strings",494
Hexagonal numbers,130,A,"*special, implementation",1450
Students and Shoelaces,129,B,"brute force, dfs and similar, graphs, implementation",11167
Cookies,129,A,implementation,19835
Numbers,128,D,"constructive algorithms, implementation",1064
String,128,B,"brute force, constructive algorithms, hashing, implementation, string suffix structures, strings",2362
Canvas Frames,127,B,implementation,7534
Simple XML,125,B,implementation,2604
Permutations,124,B,"brute force, combinatorics, implementation",3425
Prime Permutation,123,A,"implementation, number theory, strings",3430
Lucky Substring,122,B,"brute force, implementation",11507
Lucky Segments,121,D,"binary search, implementation, two pointers",259
Lucky Sum,121,A,implementation,8330
Boom,120,G,implementation,662
Winnie-the-Pooh and honey,120,C,"implementation, math",3468
Quiz League,120,B,implementation,3223
Elevator,120,A,"brute force, implementation, math",4296
Before Exam,119,B,"constructive algorithms, implementation, sortings",1034
Epic Game,119,A,implementation,26122
Present from Lena,118,B,"constructive algorithms, implementation",26355
String Task,118,A,"implementation, strings",166269
Tree or not Tree,117,E,"data structures, divide and conquer, implementation, trees",284
Elevator,117,A,"implementation, math",1946
Little Pigs and Wolves,116,B,"greedy, implementation",13034
Tram,116,A,implementation,120408
Sleeping,113,E,"combinatorics, implementation, math",108
Grammar Lessons,113,A,"implementation, strings",2163
Petya and Square,112,B,"implementation, math",3972
Petya and Strings,112,A,"implementation, strings",189254
Nearly Lucky Number,110,A,implementation,127448
Lucky Sum of Digits,109,A,"brute force, implementation",15628
Palindromic Times,108,A,"implementation, strings",8783
Treasure Island,106,D,"brute force, implementation",1253
Choosing Laptop,106,B,"brute force, implementation",5659
Card Game,106,A,implementation,7159
Entertaining Geodetics,105,D,"brute force, dsu, implementation",130
Item World,105,C,"brute force, implementation, sortings",262
Transmigration,105,A,implementation,1743
Blackjack,104,A,implementation,14024
Testing Pants for Sadness,103,A,"greedy, implementation, math",5651
Sum of Digits,102,B,implementation,22603
Vectors,101,C,"implementation, math",672
Battleship,100,H,"*special, dfs and similar, implementation",67
Name the album,100,G,"*special, data structures, implementation",100
Polynom,100,F,"*special, implementation",124
A+B,100,C,"*special, implementation",481
Friendly Numbers,100,B,"*special, implementation",504
Carpeting the Room,100,A,"*special, implementation",796
Help Chef Gerasim,99,B,"implementation, sortings",2792
Help King,98,B,"implementation, probabilities, trees",106
Help Victoria the Wise,98,A,"brute force, implementation",1141
Robot in Basement,97,D,"bitmasks, brute force, implementation",217
Domino,97,A,"brute force, implementation",243
Football,96,A,"implementation, strings",135608
Hockey,95,A,"implementation, strings",1588
Friends,94,B,"graphs, implementation, math",4264
Restoring Password,94,A,"implementation, strings",9645
Azembler,93,C,"brute force, implementation",381
Frames,93,A,implementation,1866
Chips,92,A,"implementation, math",16250
African Crossword,90,B,"implementation, strings",4922
Chip Play,89,C,"brute force, data structures, implementation",591
Widget Library,89,B,"dp, expression parsing, graphs, implementation",500
Keyboard,88,B,implementation,4091
Chord,88,A,"brute force, implementation",3650
Beautiful Road,87,D,"dfs and similar, dp, dsu, graphs, implementation, sortings, trees",793
Vasya and Types,87,B,"implementation, strings",1085
Trains,87,A,"implementation, math",4980
Powerful array,86,D,"data structures, implementation, math, two pointers",11462
Sum of Medians,85,D,"binary search, brute force, data structures, implementation",1766
Domino,85,A,"constructive algorithms, implementation",1709
Biathlon,84,C,"binary search, implementation",1541
Sets,82,B,"constructive algorithms, hashing, implementation",1904
Double Cola,82,A,"implementation, math",28394
Pairs,81,E,"dfs and similar, dp, dsu, graphs, implementation, trees",301
Sequence Formatting,81,B,"implementation, strings",1838
Plug-in,81,A,implementation,9119
Colorful Field,79,B,"implementation, sortings",6439
Easter Eggs,78,B,"constructive algorithms, implementation",11899
Haiku,78,A,"implementation, strings",10340
Domino Carpet,77,D,"dp, implementation",286
Heroes,77,A,"brute force, implementation",1698
Points,76,E,"implementation, math",1588
Big Maximum Sum,75,D,"data structures, dp, greedy, implementation, math, trees",1659
Facetook Priority Wall,75,B,"expression parsing, implementation, strings",3061
Life Without Zeros,75,A,implementation,22960
Room Leader,74,A,implementation,4739
Goofy Numbers,72,I,"*special, implementation",437
Reverse It!,72,H,"*special, implementation",248
INI-file,72,B,"*special, implementation",63
Solitaire,71,D,"brute force, implementation",566
Progress Bar,71,B,"implementation, math",4167
Information Reform,70,E,"dp, implementation, trees",457
Subsegments,69,E,"data structures, implementation",3716
Game,69,C,implementation,547
Bets,69,B,"greedy, implementation",3108
Young Physicist,69,A,"implementation, math",141530
Irrational problem,68,A,"implementation, number theory",4605
Partial Teacher,67,A,"dp, graphs, greedy, implementation",1936
Petya and File System,66,C,"data structures, implementation",975
Petya and Countryside,66,B,"brute force, implementation",18307
Petya and Java,66,A,"implementation, strings",6007
Harry Potter and Moving Staircases,65,E,"dfs and similar, implementation",80
Harry Potter and the History of Magic,65,B,"brute force, greedy, implementation",1277
Harry Potter and Three Spells,65,A,"implementation, math",1740
Table,64,C,"*special, greedy, implementation, math",317
Factorial,64,A,"*special, implementation",1888
Sweets Game,63,E,"bitmasks, dfs and similar, dp, games, implementation",687
Bulls and Cows,63,C,"brute force, implementation",1561
Settlers' Training,63,B,implementation,4528
Sinking Ship,63,A,"implementation, sortings, strings",10288
Inquisition,62,C,"geometry, implementation, sortings",238
Tyndex.Brome,62,B,"binary search, implementation",1221
Ultra-Fast Mathematician,61,A,implementation,94232
Where Are My Flakes?,60,A,"implementation, two pointers",3403
Team Arrangement,59,D,"constructive algorithms, greedy, implementation",575
Fortune Telling,59,B,"implementation, number theory",6345
Word,59,A,"implementation, strings",144704
Martian Architecture,57,B,implementation,941
Square Earth?,57,A,"dfs and similar, greedy, implementation",2728
Corporation Mail,56,C,"data structures, expression parsing, implementation",1088
Spoilt Permutation,56,B,implementation,3495
Bar,56,A,implementation,7924
Flea travel,55,A,"implementation, math",3199
Cutting Jigsaw Puzzle,54,B,"hashing, implementation",714
Presents,54,A,implementation,1914
Blog Photo,53,B,"binary search, implementation",1305
Autocomplete,53,A,implementation,4573
123-sequence,52,A,implementation,7719
Geometrical problem,51,D,implementation,399
Cheaterius's Problem,51,A,implementation,1706
Game,49,D,"brute force, dp, implementation",1746
Sleuth,49,A,implementation,12220
Land Lot,48,B,"brute force, implementation",2487
Rock-paper-scissors,48,A,"implementation, schedules",5249
Crossword,47,C,implementation,709
Coins,47,B,implementation,12130
Parking Lot,46,D,"data structures, implementation",931
T-shirts from Sponsor,46,B,implementation,3395
Ball Game,46,A,"brute force, implementation",8074
Codecraft III,45,A,implementation,5772
Shooting Gallery,44,G,"data structures, implementation",319
Holidays,44,C,implementation,2952
Cola,44,B,implementation,1806
Indian Summer,44,A,implementation,8280
Race,43,E,"brute force, implementation, two pointers",351
Journey,43,D,"brute force, constructive algorithms, implementation",1012
Letter,43,B,"implementation, strings",14369
Game of chess unfinished,42,B,implementation,889
Guilty --- to the kitchen!,42,A,"greedy, implementation",2654
Email address,41,C,"expression parsing, implementation",3452
Translation,41,A,"implementation, strings",121086
Berland Square,40,C,"implementation, math",233
Find Color,40,A,"constructive algorithms, geometry, implementation, math",3622
Spelling Check,39,J,"hashing, implementation, strings",2610
Multiplication Table,39,H,implementation,2456
Inverse Function,39,G,implementation,115
Pacifist frogs,39,F,implementation,1391
Vasya the Architect,38,D,implementation,447
Chess,38,B,"brute force, implementation, math",3266
Army,38,A,implementation,18489
Computer Game,37,B,"greedy, implementation",835
Two Paths,36,E,"constructive algorithms, dsu, graphs, implementation",429
Bowls,36,C,"geometry, implementation",272
Fractal,36,B,implementation,1345
Extra-terrestrial Intelligence,36,A,implementation,2791
Warehouse,35,B,implementation,964
Shell Game,35,A,implementation,6340
Collisions,34,E,"brute force, implementation, math",554
Page Numbers,34,C,"expression parsing, implementation, sortings, strings",3875
Reconnaissance 2,34,A,implementation,25667
What is for dinner?,33,A,"greedy, implementation",3633
Hide-and-Seek,32,E,"geometry, implementation",309
Constellation,32,D,implementation,1187
Borze,32,B,"expression parsing, implementation",52063
Chocolate,31,D,"dfs and similar, implementation",947
Schedule,31,C,implementation,1645
Sysadmin Bob,31,B,"greedy, implementation, strings",3910
Worms Evolution,31,A,implementation,9390
Codeforces World Finals,30,B,implementation,1083
Mail Stamps,29,C,"data structures, dfs and similar, graphs, implementation",4282
Traffic Lights,29,B,implementation,2699
Bender Problem,28,A,implementation,727
Next Test,27,A,"implementation, sortings",18125
Parquet,26,C,"combinatorics, constructive algorithms, greedy, implementation",783
Phone numbers,25,B,implementation,8672
Sequence of points,24,C,"geometry, implementation, math",1173
F1 Champions,24,B,implementation,1605
Intersection,21,B,"implementation, math",1256
Jabber ID,21,A,"implementation, strings",1639
BerOS file system,20,A,implementation,5511
World Football Cup,19,A,implementation,2453
Stripe,18,C,"data structures, implementation",11644
Logging,16,D,"implementation, strings",1444
Burglar and Matches,16,B,"greedy, implementation, sortings",15593
Flag,16,A,implementation,12434
Map,15,D,"data structures, implementation, sortings",652
